timestamp,region_name,service_category,actual_usage,allocated_capacity,operational_cost,availability_ratio,net_customer_change,is_weekend,business_confidence_index,cloud_adoption_index
2024-01-27,us-west,compute,923.82,1134.99,121.54,0.9781,6.0,1,58.357030015797775,0.507
2024-01-05,india-south,compute,,699.51,57.17,0.9437000000000001,11.0,0,62.22748815165876,0.501
2024-07-13,india-west,storage,420.01,,34.9,0.9788,6.0,1,42.63823064770932,0.553
2025-04-17,us-east,storage,860.46,947.29,,1.0,7.0,0,60.80568720379148,0.629
2025-09-22,us-east,compute,1393.1,1569.47,178.33,0.9806,3.0,0,56.85624012638232,0.672
2025-09-11,india-south,storage,711.57,725.12,60.94,1.0,0.0,0,60.69510268562401,0.669
2025-09-18,us-west,compute,1315.13,1540.98,164.47,0.9569,-6.0,0,54.86571879936808,0.671
2024-09-27,india-west,storage,521.13,594.53,45.11,,33.0,0,57.440758293838854,0.574
2025-05-26,india-south,storage,489.59,574.83,40.79,0.9669,0.0,0,49.46287519747235,0.64
2025-11-21,us-east,storage,920.43,875.38,105.39,0.9704,10.0,0,54.533965244865726,0.689
2025-06-06,us-west,compute,1079.94,1121.14,128.48,0.9926,4.0,0,52.685624012638236,0.643
2024-06-20,india-south,compute,832.5,985.61,65.73,0.9908,3.0,0,48.72037914691943,0.547
2024-12-01,india-west,compute,680.85,,53.3,0.9749,8.0,1,61.895734597156405,0.592
2025-12-17,us-west,compute,1192.57,1278.09,138.51,0.992,19.0,0,57.06161137440758,0.696
2024-06-17,us-west,storage,673.3,816.49,83.0,0.973,-17.0,0,46.30331753554502,0.546
2025-07-24,india-west,compute,815.16,782.11,,0.9799,3.0,0,62.78041074249606,0.656
2024-02-16,us-east,storage,713.71,700.32,91.64,0.99,-5.0,0,61.01105845181675,0.513
2024-06-03,india-west,storage,553.14,612.22,45.86,0.9492,-5.0,0,61.56398104265402,0.542
2025-07-25,us-west,storage,858.77,1053.6,112.54,0.9592,11.0,0,53.06477093206951,0.656
2025-10-27,us-east,compute,1354.02,1637.26,162.19,1.0,,0,58.483412322274894,0.682
2025-04-30,us-east,compute,1182.38,,150.86,0.9629000000000001,0.0,0,52.62243285939968,0.633
2025-12-31,india-south,compute,826.05,990.89,67.78,1.0,22.0,0,60.80568720379148,0.7
2024-12-31,us-east,storage,,805.9,82.25,0.8994,6.0,0,54.20221169036334,0.6
2025-07-31,india-south,storage,438.55,542.05,36.34,0.9636,-5.0,0,56.01895734597157,0.658
2024-04-13,us-east,storage,764.94,942.56,90.77,1.0,3.0,1,53.112164296998415,0.528
2024-09-18,us-east,compute,1224.67,1251.91,148.14,0.9693,2.0,0,54.13902053712481,0.571
2025-02-19,india-south,storage,481.17,467.25,37.0,0.9961,6.0,0,51.15323854660348,0.614
2025-08-25,us-east,storage,834.42,1029.22,106.83,0.9601999999999999,27.0,0,36.58767772511849,0.665
2024-05-10,us-east,compute,1190.22,1324.13,152.01,0.9756,17.0,0,48.89415481832543,0.536
2025-12-19,us-east,compute,1332.3,1478.0,168.26,0.9727,-10.0,0,57.23538704581358,0.696
2024-03-17,india-west,compute,630.52,722.07,52.4,0.9767,0.0,1,64.23380726698264,0.521
2025-07-21,us-east,compute,1411.76,1583.38,183.67,0.9934999999999999,4.0,0,61.57977883096367,0.655
2024-02-06,us-west,compute,1212.22,1350.39,140.12,0.9754999999999999,11.0,0,61.23222748815166,0.51
2025-10-23,us-east,compute,1314.21,1637.24,150.98,0.9831,14.0,0,46.69826224328593,0.681
2024-12-02,us-west,storage,893.97,1035.74,103.05,0.9991,-7.0,0,69.81042654028435,0.592
2025-08-27,us-west,compute,1262.67,1474.23,149.96,0.9842,10.0,0,56.793048973143755,0.665
2025-11-11,us-west,storage,813.94,874.47,100.13,0.9852,8.0,0,65.05529225908373,0.686
2025-01-19,india-south,compute,788.77,817.7,60.65,0.9554,4.0,1,61.21642969984202,0.605
2025-05-27,us-west,storage,821.76,883.14,94.75,1.0,1.0,0,56.366508688783576,0.64
2025-03-02,india-west,storage,361.15,418.68,28.97,0.986,0.0,1,52.290679304897324,0.617
2024-02-25,us-west,compute,,1277.92,132.88,0.9784,12.0,1,47.25118483412323,0.515
2024-12-16,india-south,storage,494.61,522.82,39.17,0.98,9.0,0,50.426540284360186,0.596
2024-05-20,india-west,compute,887.88,1032.37,72.73,0.9712000000000001,6.0,0,58.95734597156398,0.538
2024-08-07,us-east,storage,,1007.6,,1.0,7.0,0,55.355450236966824,0.56
2024-05-21,india-south,storage,498.92,548.64,39.32,0.8729,-10.0,0,59.794628751974734,0.539
2024-02-05,india-south,storage,721.82,706.56,59.0,0.9423999999999999,6.0,0,58.341232227488156,0.51
2024-03-28,us-west,compute,1210.74,1205.73,156.43,0.9969,-3.0,0,68.8309636650869,0.524
2025-04-10,india-south,storage,607.78,602.25,49.91,0.9556,-8.0,0,66.55608214849923,0.627
2024-04-07,us-west,compute,983.32,1070.83,123.78,0.9931,12.0,1,55.086887835703,0.527
2025-02-04,us-east,compute,1197.7,1342.44,155.1,0.972,9.0,0,54.96050552922591,0.609
2025-10-15,us-east,compute,1205.06,1421.01,143.72,0.9423,-10.0,0,45.9083728278041,0.679
2024-10-26,us-east,compute,1223.83,1208.63,153.96,0.982,0.0,1,64.37598736176935,0.582
2024-08-15,us-west,compute,1170.7,1445.93,143.26,1.0,13.0,0,49.84202211690362,0.562
2025-05-23,us-west,storage,913.3,1129.48,110.9,0.9834999999999999,18.0,0,56.903633491311226,0.639
2024-02-17,india-west,storage,371.36,433.71,29.85,0.953,,1,46.74565560821485,0.513
2025-04-10,us-east,compute,1455.71,1788.15,187.66,0.9576,-2.0,0,51.43759873617693,0.627
2025-11-27,india-west,compute,748.79,734.8,65.69,0.9667,9.0,0,64.02843601895734,0.69
2025-01-27,india-south,compute,807.75,899.51,65.59,0.9581999999999999,6.0,0,61.83254344391785,0.607
2024-11-17,india-west,storage,383.36,474.3,32.01,0.963,20.0,1,56.003159557661924,0.588
2024-11-22,india-south,compute,820.27,862.95,68.92,0.9984000000000001,5.0,0,59.162717219589254,0.589
2025-07-21,us-east,storage,879.26,1058.04,109.24,0.9925,3.0,0,59.24170616113743,0.655
2025-05-11,india-south,compute,742.57,837.46,61.29,0.9848,-2.0,1,57.99368088467615,0.636
2024-07-21,india-west,storage,395.37,389.76,30.96,0.9875,7.0,1,51.83254344391784,0.555
2024-04-30,india-south,compute,889.13,1109.21,70.0,0.9786,11.0,0,65.35545023696683,0.533
2025-03-29,india-west,storage,443.72,491.69,37.66,0.9479000000000001,12.0,1,52.812006319115326,0.624
2024-06-25,india-south,storage,574.43,660.54,44.94,0.978,26.0,0,49.63665086887835,0.548
2025-03-22,india-west,storage,420.25,413.1,32.03,1.0,3.0,1,63.15955766192733,0.622
2024-05-03,india-south,storage,585.29,675.76,45.78,0.95,-9.0,0,59.05213270142181,0.534
2025-12-23,india-south,compute,753.12,886.94,60.47,,-15.0,0,50.78988941548183,0.698
2024-06-15,us-west,compute,1032.3,1051.95,129.04,0.9752,5.0,1,59.08372827804108,0.545
2025-08-14,india-west,storage,472.07,575.23,38.61,1.0,8.0,0,61.7219589257504,0.662
2025-05-17,us-east,storage,614.62,612.91,77.49,0.971,7.0,1,57.725118483412324,0.637
2024-05-10,india-west,storage,488.25,590.21,39.0,0.9559000000000001,-5.0,0,53.69668246445498,0.536
2025-02-03,us-west,compute,1324.72,1375.99,,0.9673999999999999,19.0,0,61.34281200631911,0.609
2025-10-08,us-east,compute,1218.44,1167.85,,0.9725,0.0,0,55.781990521327,0.677
2025-10-22,us-east,storage,865.41,861.2,105.92,0.9987,10.0,0,57.51974723538706,0.681
2024-12-22,india-west,storage,507.99,482.81,39.05,0.9575,0.0,1,58.12006319115324,0.597
2025-07-25,us-east,compute,1225.3,1253.11,154.65,0.9811,-10.0,0,50.853080568720365,0.656
2025-02-12,India South,storage,594.48,615.43,50.43,0.9902,12.0,0,58.15165876777251,0.612
2024-07-25,us-west,compute,1181.54,1307.72,142.03,0.9620000000000001,17.0,0,64.80252764612956,0.556
2024-08-18,india-south,storage,556.39,,43.48,0.9592,5.0,1,50.86887835703001,0.563
2024-02-03,india-south,compute,518.59,512.77,45.11,0.9721,5.0,1,44.78672985781991,0.509
2025-01-01,us-east,compute,1278.91,1458.17,147.45,0.9812000000000001,-3.0,0,47.53554502369668,0.6
2024-08-15,us-west,storage,775.83,751.26,100.24,0.9978,9.0,0,62.87519747235386,0.562
2024-08-28,india-west,storage,,556.25,37.65,0.9354,,0,62.38546603475515,0.566
2024-06-23,india-south,compute,588.32,623.92,46.99,1.0,-14.0,1,56.145339652448655,0.548
2025-10-11,US-EAST,storage,707.32,862.55,88.04,0.9555,-1.0,1,58.736176935229075,0.678
2024-03-12,us-west,compute,1058.03,1036.91,135.99,0.9854,-5.0,0,50.67930489731437,0.519
2024-04-02,india-south,compute,,1038.18,66.73,1.0,-8.0,0,66.79304897314375,0.525
2024-05-05,us-east,compute,1157.8,1285.38,134.95,0.9793000000000001,2.0,1,52.575039494470765,0.534
2024-01-21,us-east,compute,,1193.09,113.43,0.9682,13.0,1,58.214849921011066,0.505
2025-04-28,india-south,compute,928.31,1084.61,73.4,0.972,-6.0,0,55.734597156398095,0.632
2024-12-19,india-west,compute,795.82,969.63,67.01,0.9682999999999999,,0,55.79778830963666,0.597
2024-01-13,US-EAST,compute,716.52,829.99,55.2,0.8456999999999999,-2.0,1,53.52290679304898,0.503
2025-11-17,india-west,compute,867.07,1024.5,71.06,1.0,17.0,0,55.10268562401264,0.688
2024-05-15,india-west,compute,572.73,637.88,44.08,0.9654,-1.0,0,63.886255924170605,0.537
2025-09-01,india-west,storage,495.0,609.69,39.62,0.9688,-17.0,0,53.28593996840442,0.667
2024-11-10,us-west,storage,528.8,,63.41,0.888,-5.0,1,44.31279620853079,0.586
2024-11-13,us-east,compute,1270.15,1502.65,160.19,,7.0,0,48.499210110584514,0.587
2024-09-21,india-south,compute,707.8,849.79,57.78,0.9629000000000001,-12.0,1,54.07582938388626,0.572
2024-03-01,india-south,compute,810.66,903.95,67.54,0.9902,7.0,0,55.718799368088476,0.516
2025-04-24,us-west,storage,841.26,872.55,,0.9752,19.0,0,56.9826224328594,0.631
2025-11-20,us-east,storage,761.57,727.68,97.18,0.9621,-6.0,0,50.14218009478674,0.689
2024-12-06,us-east,storage,784.61,973.33,97.08,0.9933,4.0,0,56.93522906793049,0.593
2025-09-08,india-west,compute,714.29,716.49,57.47,0.9843000000000001,8.0,0,61.406003159557656,0.669
2024-06-25,india-west,compute,839.34,823.58,65.84,0.9786,6.0,0,62.069510268562404,0.548
2024-05-05,india-west,compute,653.5,811.45,,0.9753000000000001,30.0,1,48.02527646129542,0.534
2025-02-08,india-south,storage,428.33,501.48,35.71,0.9673999999999999,-12.0,1,67.33017377567141,0.611
2024-09-25,US-EAST,compute,1123.24,,130.96,1.0,-8.0,0,58.12006319115324,0.573
2024-05-16,india-south,compute,843.06,807.75,71.44,1.0,8.0,0,56.74565560821485,0.537
2024-07-05,us-west,storage,511.98,566.74,61.71,0.9693,-9.0,0,54.72353870458135,0.551
2025-02-27,us-west,compute,1021.62,1060.26,134.56,0.97,-12.0,0,51.484992101105846,0.616
2025-02-04,india-west,compute,605.4,733.22,47.25,0.8527,2.0,0,50.90047393364928,0.609
2024-02-07,us-east,storage,913.37,980.55,109.86,0.9834,5.0,0,59.794628751974734,0.51
2024-08-21,india-south,compute,831.08,882.2,67.96,0.9856999999999999,-7.0,0,53.048973143759866,0.564
2025-10-18,india-south,compute,927.66,1134.58,,0.9776,,1,52.30647709320694,0.679
2025-09-26,india-west,compute,706.19,758.99,61.58,,1.0,0,53.77567140600316,0.673
2024-08-04,us-west,compute,948.86,968.02,111.31,0.9797,2.0,1,52.73301737756715,0.559
2025-10-11,India South,storage,685.37,806.33,87.48,0.934,3.0,1,54.84992101105844,0.678
2025-12-26,us-east,compute,1325.78,1451.58,158.26,0.9865,15.0,0,54.50236966824644,0.698
2025-08-08,india-south,storage,,749.67,55.08,0.9959,16.0,0,59.936808846761444,0.66
2025-10-26,india-west,storage,317.91,334.26,27.92,0.8593999999999999,-4.0,1,53.80726698262243,0.682
2024-04-02,us-west,compute,1076.01,1083.76,133.37,0.9458,-9.0,0,64.64454976303317,0.525
2025-08-25,india-south,compute,926.61,1138.16,79.13,0.9965999999999999,6.0,0,59.652448657187996,0.665
2025-12-17,us-east,storage,914.02,983.67,117.9,1.0,-2.0,0,62.08530805687202,0.696
2025-04-22,india-west,storage,516.24,596.61,40.18,0.9901000000000001,-10.0,0,64.0916271721959,0.631
2025-10-25,us-west,storage,728.7,741.25,90.44,1.0,0.0,1,48.98894154818325,0.681
2024-11-15,us-west,storage,870.77,986.16,106.97,0.9739,10.0,0,60.284360189573476,0.587
2025-07-05,us-east,storage,619.04,611.59,76.87,0.9887,-2.0,1,53.25434439178515,0.651
2024-03-12,india-south,storage,394.65,408.48,30.4,0.9621,-6.0,0,43.31753554502369,0.519
2025-07-01,us-east,storage,856.22,964.41,105.34,1.0,16.0,0,60.61611374407583,0.65
2025-05-31,india-west,storage,522.16,611.42,44.88,0.976,0.0,1,66.09794628751975,0.641
2024-01-28,us-west,storage,697.69,675.53,90.82,0.98,-14.0,1,59.826224328593995,0.507
2025-12-26,us-west,storage,952.81,1103.79,118.93,0.9971,3.0,0,57.53554502369668,0.698
2024-01-25,india-south,storage,679.83,739.05,58.31,0.9941,-12.0,0,70.7266982622433,0.507
2024-04-30,us-west,storage,765.87,828.94,98.46,1.0,5.0,0,68.64139020537125,0.533
2024-01-27,india-west,compute,456.94,483.1,34.94,1.0,9.0,1,57.045813586097935,0.507
2025-09-08,us-east,compute,1353.98,1287.88,166.43,0.985,1.0,0,64.81832543443917,0.669
2024-04-08,us-east,storage,842.15,992.33,98.43,0.975,4.0,0,61.2006319115324,0.527
2024-08-12,us-east,compute,1213.13,1191.79,148.74,1.0,28.0,0,54.58135860979462,0.561
2024-03-10,us-east,storage,679.04,739.33,88.02,0.9987,13.0,1,53.27014218009478,0.519
2024-09-16,india-south,storage,595.96,583.1,51.17,0.9778,-10.0,0,59.652448657187996,0.571
2025-04-24,us-west,compute,2874.85,2976.97,328.24,0.9815999999999999,19.0,0,55.781990521327,0.631
2024-06-29,india-south,compute,,853.31,61.03,0.9486,20.0,1,44.04423380726699,0.549
2025-08-30,us-east,compute,1245.66,1352.49,,1.0,2.0,1,49.399684044233815,0.666
2025-02-06,us-east,compute,1202.97,1340.45,151.01,0.973,2.0,0,64.20221169036334,0.61
2024-09-21,us-east,storage,829.07,974.0,102.66,0.9669,,1,51.75355450236967,0.572
2025-04-07,india-west,storage,491.69,520.12,40.7,0.9672,4.0,0,62.733017377567144,0.626
2024-11-03,india-south,storage,505.05,484.4,43.67,0.9623999999999999,10.0,1,57.83570300157977,0.584
2025-09-13,us-west,compute,971.2,1166.7,112.37,1.0,8.0,1,54.533965244865726,0.67
2025-07-18,us-west,storage,650.18,769.71,81.64,1.0,17.0,0,69.62085308056874,0.654
2024-07-13,us-east,storage,522.29,572.52,63.58,0.9695,18.0,1,42.306477093206944,0.553
2024-07-07,us-east,storage,663.92,802.94,77.54,,-3.0,1,60.20537124802527,0.551
2025-01-15,us-east,storage,863.65,945.35,99.55,0.9612999999999999,-6.0,0,63.00157977883097,0.604
2024-08-31,us-west,storage,616.89,763.71,78.85,0.9699,-7.0,1,42.037914691943115,0.566
2024-08-17,india-south,compute,732.57,736.21,61.18,0.9804999999999999,9.0,1,53.870458135860986,0.563
2024-11-27,india-south,compute,1001.45,970.43,87.7,,6.0,0,60.742496050552916,0.591
2024-01-30,india-west,storage,400.37,391.31,34.59,0.9793999999999999,10.0,0,43.206951026856245,0.508
2024-02-05,us-west,compute,1007.66,1141.83,118.95,1.0,18.0,0,67.6303317535545,0.51
2025-06-23,india-west,compute,774.67,,59.32,0.9593,17.0,0,43.759873617693515,0.647
2024-01-06,india-south,storage,448.08,494.74,34.44,1.0,0.0,1,52.98578199052133,0.501
2025-07-11,india-south,compute,901.99,1009.53,72.01,0.8818,-1.0,0,65.45023696682465,0.652
2024-11-14,us-east,storage,834.66,990.76,104.41,0.9825,0.0,0,54.58135860979462,0.587
2025-04-15,india-west,storage,392.37,421.11,31.22,0.9998999999999999,6.0,0,56.65086887835702,0.629
2025-03-08,us-east,storage,,761.22,92.67,0.9969,12.0,1,53.1911532385466,0.618
2025-11-22,us-west,compute,996.89,1146.67,130.47,0.9603,9.0,1,62.51184834123224,0.689
2025-09-15,us-west,compute,1225.08,1376.15,146.47,0.9418000000000001,-2.0,0,59.62085308056872,0.67
2024-11-13,us-west,compute,1074.76,1230.21,128.62,0.9739,10.0,0,47.74091627172195,0.587
2024-02-10,india-south,storage,419.68,410.22,36.72,0.9656999999999999,7.0,1,47.21958925750394,0.511
2024-04-01,us-west,storage,733.79,856.18,93.19,0.987,8.0,0,48.16745655608216,0.525
2025-10-30,india-west,compute,698.16,782.21,54.85,0.9992,-5.0,0,59.020537124802516,0.683
2024-05-08,india-south,storage,442.86,509.43,36.74,0.9534,17.0,0,51.67456556082149,0.535
2025-07-21,us-west,storage,752.29,747.87,87.12,0.9990000000000001,-1.0,0,59.60505529225908,0.655
2025-01-18,us-east,storage,754.21,890.83,88.84,0.9483,5.0,1,53.98104265402843,0.605
2024-01-08,us-east,storage,,722.97,89.12,0.9762000000000001,8.0,0,57.09320695102685,0.502
2024-01-03,us-east,storage,628.7,632.13,82.64,0.9843999999999999,13.0,0,57.77251184834124,0.501
2025-01-21,us-west,storage,727.39,812.76,89.03,1.0,26.0,0,56.65086887835702,0.606
2025-08-10,india-south,storage,477.23,479.28,41.7,0.958,6.0,1,62.90679304897315,0.661
2025-06-18,us-west,storage,662.74,765.87,85.36,0.9976999999999999,3.0,0,60.85308056872039,0.646
2024-09-29,us-west,storage,597.95,696.6,,0.9815999999999999,5.0,1,67.50394944707742,0.574
2025-08-22,india-south,compute,712.45,791.23,57.97,,5.0,0,60.12638230647709,0.664
2025-02-25,india-south,compute,936.36,1146.62,81.73,0.9671,0.0,0,64.72353870458136,0.615
2024-09-30,us-west,compute,984.53,1095.45,117.56,1.0,18.0,0,54.1864139020537,0.575
2025-04-09,india-south,storage,431.95,521.9,34.83,0.9804999999999999,-9.0,0,46.619273301737756,0.627
2024-10-04,india-south,compute,721.23,711.94,57.01,0.9895999999999999,-11.0,0,53.459715639810426,0.576
2025-11-10,us-east,compute,1412.65,1712.66,166.47,0.9621999999999999,0.0,0,62.685624012638236,0.686
2025-01-13,us-west,storage,670.65,810.27,87.75,0.9925,16.0,0,57.440758293838854,0.603
2025-02-13,us-west,compute,1275.14,1311.15,166.31,0.9799,4.0,0,63.93364928909952,0.612
2024-03-14,us-east,compute,1172.89,1373.36,147.72,1.0,4.0,0,54.24960505529226,0.52
2025-04-29,us-west,compute,1175.49,1366.59,150.42,0.9869,-3.0,0,51.92733017377567,0.632
2025-04-16,india-south,storage,633.3,711.34,49.76,0.9952,-9.0,0,50.30015797788309,0.629
2024-06-26,US-EAST,storage,508.67,562.14,44.7,0.997,-9.0,0,56.240126382306485,0.548
2024-04-23,india-south,storage,727.48,752.79,,0.9962000000000001,-10.0,0,59.77883096366509,0.531
2024-12-06,us-west,compute,1319.76,1401.01,169.6,0.9608,5.0,0,66.65086887835702,0.593
2024-03-06,India South,storage,841.48,993.54,106.04,0.9504,9.0,0,54.64454976303317,0.518
2025-10-25,india-west,storage,483.1,462.71,37.6,0.9775,-22.0,1,54.028436018957336,0.681
2024-06-19,india-south,compute,726.2,749.37,63.37,0.9995999999999999,,0,56.9826224328594,0.547
2025-12-19,india-south,storage,601.38,648.3,52.85,0.9670000000000001,10.0,0,58.23064770932069,0.696
2024-04-19,us-west,compute,1034.39,1159.16,126.33,0.9606999999999999,3.0,0,56.3349131121643,0.53
2024-08-17,us-west,compute,1112.13,,144.17,0.9483,19.0,1,61.10584518167457,0.563
2024-10-03,india-south,compute,845.26,1000.97,,0.9669,3.0,0,61.15323854660349,0.576
2025-07-15,india-west,compute,739.62,733.03,57.42,0.9981,0.0,0,48.97314375987361,0.653
2025-03-26,us-east,compute,1260.56,1201.89,146.66,0.9659,1.0,0,46.540284360189574,0.623
2025-10-24,india-west,compute,754.71,766.83,62.46,0.9586,20.0,0,56.65086887835702,0.681
2025-08-26,us-east,storage,877.77,916.21,102.88,0.9743999999999999,15.0,0,51.70616113744076,0.665
2025-10-01,us-east,storage,982.95,1081.95,118.05,0.9854,20.0,0,45.89257503949445,0.675
2024-09-05,us-east,compute,1207.16,1392.24,143.1,0.9787,5.0,0,58.988941548183256,0.568
2024-01-17,us-west,storage,720.7,791.03,92.83,0.9843999999999999,,0,47.567140600315945,0.504
2025-01-11,india-south,compute,640.4,751.84,53.64,0.9954999999999999,13.0,1,49.415481832543435,0.603
2025-12-22,india-west,compute,815.98,782.33,68.27,0.9508,-5.0,0,51.75355450236967,0.697
2024-05-22,india-south,compute,838.55,1010.55,,0.9934000000000001,1.0,0,59.684044233807256,0.539
2025-06-15,india-south,storage,527.09,,45.54,0.9621,0.0,1,59.3522906793049,0.645
2024-05-23,india-west,storage,390.15,405.19,31.8,1.0,-1.0,0,49.13112164296999,0.539
2025-11-15,india-south,storage,573.49,661.68,46.9,0.9832,,1,49.60505529225908,0.687
2025-07-16,us-west,compute,1346.92,1459.24,168.9,1.0,10.0,0,66.4612954186414,0.654
2024-08-31,india-south,compute,664.8,714.64,56.24,0.9987999999999999,18.0,1,63.744075829383895,0.566
2025-12-18,us-west,compute,1189.1,1458.14,137.28,0.9698,,0,55.339652448657176,0.696
2025-03-17,india-west,storage,541.19,559.58,44.22,0.995,2.0,0,58.56240126382306,0.621
2024-12-03,india-west,storage,,426.29,31.37,0.9729000000000001,3.0,0,48.07266982622433,0.592
2025-06-15,India South,compute,1059.39,1169.27,133.6,0.9517,-1.0,1,48.8309636650869,0.645
2024-11-20,india-west,compute,611.15,714.67,47.16,0.9555,-3.0,0,70.3949447077409,0.589
2025-11-07,india-west,compute,701.6,726.31,53.66,0.987,-4.0,0,69.57345971563981,0.685
2025-06-19,us-east,storage,887.92,870.09,115.96,0.9723,0.0,0,54.4391785150079,0.646
2024-06-09,india-south,compute,725.54,825.12,60.51,0.9717,-12.0,1,53.08056872037915,0.544
2025-07-12,india-south,compute,733.69,803.87,62.8,0.9636,7.0,1,71.8957345971564,0.653
2024-03-08,india-south,compute,906.48,1098.23,77.6,0.9925,9.0,0,58.81516587677725,0.518
2024-09-06,india-south,compute,923.41,1104.5,70.51,0.9981,0.0,0,46.44549763033175,0.568
2025-02-26,india-west,compute,791.81,753.12,61.03,0.9723,-1.0,0,51.67456556082149,0.615
2024-12-10,india-west,storage,584.82,579.93,48.45,0.9442,9.0,0,56.68246445497631,0.594
2024-03-04,india-west,storage,505.8,590.85,41.91,0.9793000000000001,5.0,0,55.845181674565566,0.517
2024-05-02,us-west,storage,715.57,,83.14,0.9773000000000001,4.0,0,53.917851500789894,0.533
2025-03-30,us-east,compute,1012.99,1008.95,128.85,0.9752,9.0,1,45.35545023696683,0.624
2024-07-22,us-east,storage,727.25,792.71,89.22,0.971,10.0,0,49.63665086887835,0.556
2024-12-16,us-west,storage,646.73,735.2,76.41,0.9828,12.0,0,49.68404423380726,0.596
2025-12-27,us-west,storage,743.65,,93.58,0.978,4.0,1,53.90205371248025,0.699
2025-04-08,us-east,storage,811.61,804.13,99.79,0.9627,0.0,0,61.18483412322275,0.627
2025-10-12,india-south,compute,,827.77,67.48,0.9772,8.0,1,54.21800947867299,0.678
2024-02-28,us-east,compute,1415.09,1716.84,168.09,0.9909,15.0,0,66.22432859399683,0.516
2025-05-22,us-west,storage,906.41,940.71,113.46,0.9582999999999999,2.0,0,63.44391785150081,0.639
2024-09-14,us-west,compute,1079.58,,126.74,0.9706999999999999,-1.0,1,52.06951026856241,0.57
2024-02-29,us-east,compute,1209.46,,148.34,1.0,8.0,0,53.17535545023698,0.516
2025-10-29,us-east,compute,1263.32,1282.67,,0.9845,-3.0,0,55.576619273301745,0.682
2025-03-29,india-south,compute,755.42,882.35,59.53,0.995,6.0,1,43.759873617693515,0.624
2024-05-21,us-west,compute,1196.33,1229.04,141.66,0.9836,23.0,0,50.979462875197484,0.539
2024-03-05,us-east,compute,1279.54,1397.22,168.17,0.9854,2.0,0,48.53080568720378,0.518
2025-05-13,us-west,compute,1204.39,1286.25,148.25,0.9512999999999999,8.0,0,61.800947867298575,0.636
2024-02-23,us-east,storage,814.22,912.24,106.24,0.9889,2.0,0,59.162717219589254,0.515
2025-04-21,us-east,storage,683.26,740.06,,0.9689,5.0,0,70.63191153238547,0.63
2024-03-01,india-west,compute,709.07,792.73,61.45,0.9675,13.0,0,62.24328593996841,0.516
2024-08-02,us-east,storage,721.31,737.3,90.96,0.9903,14.0,0,50.11058451816744,0.559
2025-07-01,india-west,compute,615.63,,48.66,0.9845999999999999,5.0,0,59.526066350710906,0.65
2025-11-05,us-west,storage,716.37,681.47,94.25,,-2.0,0,58.467614533965246,0.684
2025-09-25,india-west,compute,935.02,976.17,75.11,0.9886,-15.0,0,54.58135860979462,0.673
2025-03-30,india-west,compute,689.4,834.46,53.44,0.9676,6.0,1,65.56082148499209,0.624
2024-08-30,us-west,storage,737.03,747.37,96.42,0.9704999999999999,-1.0,0,62.51184834123224,0.566
2025-10-30,us-west,storage,989.02,,129.61,0.9781,1.0,0,65.15007898894156,0.683
2024-08-16,us-west,storage,541.48,659.31,70.2,0.9647,11.0,0,47.70932069510268,0.562
2024-05-07,us-east,storage,941.3,914.49,114.25,1.0,-6.0,0,64.72353870458136,0.535
2024-09-02,US-EAST,storage,473.43,587.01,37.92,0.9989,10.0,0,57.26698262243285,0.567
2025-02-26,us-west,compute,1268.47,1450.38,165.38,0.9791,5.0,0,53.15955766192733,0.615
2024-12-04,india-south,compute,,836.42,67.26,0.9961,-13.0,0,58.7045813586098,0.592
2024-01-01,india-west,storage,403.62,485.54,34.65,0.9895,14.0,0,66.20853080568722,0.5
2025-10-18,india-west,storage,448.52,437.31,34.39,0.9484999999999999,1.0,1,54.1864139020537,0.679
2025-01-24,india-south,storage,462.15,575.87,37.08,,5.0,0,65.51342812006318,0.606
2025-09-22,india-west,storage,696.6,681.77,54.68,0.9627,13.0,0,56.88783570300158,0.672
2025-03-25,us-west,storage,,819.94,103.67,0.9990000000000001,11.0,0,53.00157977883095,0.623
2025-10-08,india-west,compute,700.11,722.31,53.4,0.9906999999999999,-10.0,0,57.88309636650868,0.677
2024-01-13,us-east,storage,773.85,849.5,90.94,0.9606999999999999,14.0,1,64.0916271721959,0.503
2025-09-03,us-west,storage,767.26,908.26,95.84,0.9668000000000001,-3.0,0,53.459715639810426,0.667
2024-07-26,us-west,storage,849.52,988.31,107.74,0.9836,-4.0,0,73.72827804107425,0.557
2024-06-28,us-west,storage,820.64,1015.59,102.36,1.0,8.0,0,60.473933649289094,0.549
2025-02-28,us-east,compute,1159.79,1415.38,135.64,0.9599,1.0,0,42.35387045813585,0.616
2024-05-14,india-west,compute,696.84,706.1,53.97,0.9617,5.0,0,56.69826224328594,0.537
2024-10-29,india-west,storage,446.51,546.51,35.72,0.9954000000000001,4.0,0,63.14375987361768,0.583
2025-05-23,india-west,compute,731.62,772.14,61.14,0.9851000000000001,-9.0,0,70.01579778830964,0.639
2025-02-06,us-west,compute,1342.82,1552.06,153.62,0.981,-1.0,0,56.540284360189574,0.61
2024-08-26,india-south,compute,901.95,1124.57,77.44,0.9346,8.0,0,63.01737756714059,0.565
2025-01-12,us-west,storage,608.68,739.33,69.83,0.9752,14.0,1,62.85939968404424,0.603
2025-10-22,us-east,compute,1347.12,1337.47,156.02,0.9836,-4.0,0,54.75513428120064,0.681
